,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
623,Shot Chart Detail,0041400313,407,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,121,220,1,1,20150523,HOU,GSW
624,Shot Chart Detail,0041400313,437,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,15,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,19,1,0,20150523,HOU,GSW
625,Shot Chart Detail,0041400313,445,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,9,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,11,1,1,20150523,HOU,GSW
626,Shot Chart Detail,0041400313,447,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,39,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,1,1,1,20150523,HOU,GSW
627,Shot Chart Detail,0041400313,506,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,57,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,9,1,0,20150523,HOU,GSW
628,Shot Chart Detail,0041400313,522,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-180,165,1,1,20150523,HOU,GSW
629,Shot Chart Detail,0041400314,12,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-98,228,1,0,20150525,HOU,GSW
630,Shot Chart Detail,0041400314,35,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,143,206,1,0,20150525,HOU,GSW
631,Shot Chart Detail,0041400314,51,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,6,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-133,214,1,1,20150525,HOU,GSW
632,Shot Chart Detail,0041400314,56,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,29,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,26,1,1,20150525,HOU,GSW
633,Shot Chart Detail,0041400314,68,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,166,184,1,1,20150525,HOU,GSW
634,Shot Chart Detail,0041400314,83,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,9,257,1,0,20150525,HOU,GSW
635,Shot Chart Detail,0041400314,99,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,223,108,1,0,20150525,HOU,GSW
636,Shot Chart Detail,0041400314,358,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,27,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,106,190,1,0,20150525,HOU,GSW
637,Shot Chart Detail,0041400314,374,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-152,197,1,0,20150525,HOU,GSW
638,Shot Chart Detail,0041400314,417,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,36,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-16,108,1,0,20150525,HOU,GSW
639,Shot Chart Detail,0041400314,469,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,24,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-136,216,1,1,20150525,HOU,GSW
640,Shot Chart Detail,0041400314,481,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,18,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-5,1,0,20150525,HOU,GSW
641,Shot Chart Detail,0041400314,516,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-155,203,1,0,20150525,HOU,GSW
642,Shot Chart Detail,0041400314,527,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,138,1,1,20150525,HOU,GSW
643,Shot Chart Detail,0041400314,553,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,44,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,39,249,1,1,20150525,HOU,GSW
644,Shot Chart Detail,0041400314,557,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-160,184,1,0,20150525,HOU,GSW
645,Shot Chart Detail,0041400314,577,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,35,Made Shot,Driving Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,88,44,1,1,20150525,HOU,GSW
646,Shot Chart Detail,0041400314,590,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-3,1,0,20150525,HOU,GSW
647,Shot Chart Detail,0041400315,4,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,41,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,50,47,1,0,20150527,GSW,HOU
648,Shot Chart Detail,0041400315,25,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,32,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-16,34,1,0,20150527,GSW,HOU
649,Shot Chart Detail,0041400315,47,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,3,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-160,119,1,0,20150527,GSW,HOU
650,Shot Chart Detail,0041400315,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,30,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-11,50,1,1,20150527,GSW,HOU
651,Shot Chart Detail,0041400315,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,36,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-139,244,1,0,20150527,GSW,HOU
652,Shot Chart Detail,0041400315,135,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,9,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,168,214,1,1,20150527,GSW,HOU
653,Shot Chart Detail,0041400315,140,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,64,261,1,0,20150527,GSW,HOU
654,Shot Chart Detail,0041400315,203,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-187,190,1,0,20150527,GSW,HOU
655,Shot Chart Detail,0041400315,209,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,36,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,44,1,1,20150527,GSW,HOU
656,Shot Chart Detail,0041400315,233,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,20,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,21,48,1,0,20150527,GSW,HOU
657,Shot Chart Detail,0041400315,240,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,50,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,36,1,1,20150527,GSW,HOU
658,Shot Chart Detail,0041400315,300,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,81,291,1,0,20150527,GSW,HOU
659,Shot Chart Detail,0041400315,324,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,144,216,1,0,20150527,GSW,HOU
660,Shot Chart Detail,0041400315,346,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,19,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-54,55,1,0,20150527,GSW,HOU
661,Shot Chart Detail,0041400315,350,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,165,206,1,0,20150527,GSW,HOU
662,Shot Chart Detail,0041400315,408,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,25,1,1,20150527,GSW,HOU
663,Shot Chart Detail,0041400315,435,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,56,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-177,205,1,1,20150527,GSW,HOU
664,Shot Chart Detail,0041400315,438,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,125,249,1,0,20150527,GSW,HOU
665,Shot Chart Detail,0041400315,550,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,24,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-16,96,1,1,20150527,GSW,HOU
666,Shot Chart Detail,0041400315,557,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,59,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-16,274,1,0,20150527,GSW,HOU
667,Shot Chart Detail,0041400315,591,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,16,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,34,55,1,0,20150527,GSW,HOU
668,Shot Chart Detail,0041400401,8,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,73,225,1,0,20150604,GSW,CLE
669,Shot Chart Detail,0041400401,21,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-116,135,1,1,20150604,GSW,CLE
670,Shot Chart Detail,0041400401,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,7,1,1,20150604,GSW,CLE
671,Shot Chart Detail,0041400401,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,42,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,32,56,1,0,20150604,GSW,CLE
672,Shot Chart Detail,0041400401,65,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,41,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-92,75,1,0,20150604,GSW,CLE
673,Shot Chart Detail,0041400401,250,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,212,56,1,0,20150604,GSW,CLE
674,Shot Chart Detail,0041400401,115,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-70,255,1,0,20150604,GSW,CLE
675,Shot Chart Detail,0041400401,194,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,11,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-68,129,1,1,20150604,GSW,CLE
676,Shot Chart Detail,0041400401,204,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,21,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,15,1,1,20150604,GSW,CLE
677,Shot Chart Detail,0041400401,213,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,46,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,140,222,1,1,20150604,GSW,CLE
678,Shot Chart Detail,0041400401,220,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,14,1,1,20150604,GSW,CLE
679,Shot Chart Detail,0041400401,253,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,47,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,62,244,1,0,20150604,GSW,CLE
680,Shot Chart Detail,0041400401,267,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,32,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,61,159,1,1,20150604,GSW,CLE
681,Shot Chart Detail,0041400401,349,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,23,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,11,1,1,20150604,GSW,CLE
682,Shot Chart Detail,0041400401,405,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,42,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,17,83,1,0,20150604,GSW,CLE
683,Shot Chart Detail,0041400401,423,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,193,176,1,0,20150604,GSW,CLE
684,Shot Chart Detail,0041400401,433,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,35,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-11,178,1,1,20150604,GSW,CLE
685,Shot Chart Detail,0041400401,461,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,53,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,59,192,1,1,20150604,GSW,CLE
686,Shot Chart Detail,0041400401,472,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,26,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,25,1,0,20150604,GSW,CLE
687,Shot Chart Detail,0041400401,540,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-202,178,1,0,20150604,GSW,CLE
688,Shot Chart Detail,0041400402,66,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,19,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-196,220,1,0,20150607,GSW,CLE
689,Shot Chart Detail,0041400402,74,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,2,247,1,0,20150607,GSW,CLE
690,Shot Chart Detail,0041400402,78,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,52,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,20,1,1,20150607,GSW,CLE
691,Shot Chart Detail,0041400402,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,0,154,1,0,20150607,GSW,CLE
692,Shot Chart Detail,0041400402,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,10,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-106,233,1,0,20150607,GSW,CLE
693,Shot Chart Detail,0041400402,115,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,30,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,14,1,0,20150607,GSW,CLE
694,Shot Chart Detail,0041400402,177,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,48,1,0,20150607,GSW,CLE
695,Shot Chart Detail,0041400402,184,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,22,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,48,1,0,20150607,GSW,CLE
696,Shot Chart Detail,0041400402,218,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,23,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,89,244,1,1,20150607,GSW,CLE
697,Shot Chart Detail,0041400402,253,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,36,283,1,0,20150607,GSW,CLE
698,Shot Chart Detail,0041400402,263,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,48,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-177,186,1,0,20150607,GSW,CLE
699,Shot Chart Detail,0041400402,279,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,11,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,17,1,1,20150607,GSW,CLE
700,Shot Chart Detail,0041400402,282,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-171,198,1,0,20150607,GSW,CLE
701,Shot Chart Detail,0041400402,431,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,201,157,1,0,20150607,GSW,CLE
702,Shot Chart Detail,0041400402,447,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,9,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-60,116,1,0,20150607,GSW,CLE
703,Shot Chart Detail,0041400402,449,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,1,1,0,20150607,GSW,CLE
704,Shot Chart Detail,0041400402,497,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,45,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,193,187,1,1,20150607,GSW,CLE
705,Shot Chart Detail,0041400402,524,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,26,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,53,1,0,20150607,GSW,CLE
706,Shot Chart Detail,0041400402,535,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,8,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,25,1,1,20150607,GSW,CLE
707,Shot Chart Detail,0041400402,550,201939,Stephen Curry,1610612744,Golden State Warriors,5,4,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,80,247,1,0,20150607,GSW,CLE
708,Shot Chart Detail,0041400402,565,201939,Stephen Curry,1610612744,Golden State Warriors,5,3,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-187,176,1,0,20150607,GSW,CLE
709,Shot Chart Detail,0041400402,569,201939,Stephen Curry,1610612744,Golden State Warriors,5,2,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,15,1,0,20150607,GSW,CLE
710,Shot Chart Detail,0041400402,607,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-193,22,1,0,20150607,GSW,CLE
711,Shot Chart Detail,0041400403,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,212,138,1,1,20150609,CLE,GSW
712,Shot Chart Detail,0041400403,13,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,56,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,36,1,0,20150609,CLE,GSW
713,Shot Chart Detail,0041400403,38,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,230,113,1,0,20150609,CLE,GSW
714,Shot Chart Detail,0041400403,81,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,1,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,76,129,1,0,20150609,CLE,GSW
715,Shot Chart Detail,0041400403,95,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,166,198,1,0,20150609,CLE,GSW
716,Shot Chart Detail,0041400403,209,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,155,211,1,0,20150609,CLE,GSW
717,Shot Chart Detail,0041400403,267,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,10,88,1,0,20150609,CLE,GSW
718,Shot Chart Detail,0041400403,297,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,29,181,1,1,20150609,CLE,GSW
719,Shot Chart Detail,0041400403,322,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,35,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-38,74,1,0,20150609,CLE,GSW
720,Shot Chart Detail,0041400403,329,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,189,209,1,1,20150609,CLE,GSW
721,Shot Chart Detail,0041400403,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,29,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,39,82,1,1,20150609,CLE,GSW
722,Shot Chart Detail,0041400403,410,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-8,250,1,1,20150609,CLE,GSW
723,Shot Chart Detail,0041400403,432,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,40,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,6,1,1,20150609,CLE,GSW
724,Shot Chart Detail,0041400403,440,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,58,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,166,190,1,0,20150609,CLE,GSW
725,Shot Chart Detail,0041400403,463,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,116,227,1,1,20150609,CLE,GSW
726,Shot Chart Detail,0041400403,485,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,0,290,1,1,20150609,CLE,GSW
727,Shot Chart Detail,0041400403,504,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,33,-207,269,1,0,20150609,CLE,GSW
728,Shot Chart Detail,0041400403,508,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-13,254,1,0,20150609,CLE,GSW
729,Shot Chart Detail,0041400403,517,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,27,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,-6,1,1,20150609,CLE,GSW
730,Shot Chart Detail,0041400403,535,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-239,159,1,1,20150609,CLE,GSW
731,Shot Chart Detail,0041400404,5,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,110,74,1,0,20150611,CLE,GSW
732,Shot Chart Detail,0041400404,23,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,36,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-108,242,1,1,20150611,CLE,GSW
733,Shot Chart Detail,0041400404,29,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-76,189,1,0,20150611,CLE,GSW
734,Shot Chart Detail,0041400404,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,160,201,1,1,20150611,CLE,GSW
735,Shot Chart Detail,0041400404,97,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,59,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2,41,1,0,20150611,CLE,GSW
